pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1287,592351,"Gray, Jon",1287,100,0.213,0.122,0.277,0.334,0.279,0.289,0.224,61,287,88.4,9.2,2141,90.5,90.69,157,617,670,0.2,6.45,121,158,123,151,299,322,297
1284,672282,"Detmers, Reid",1284,100,0.229,0.165,0.267,0.394,0.314,0.325,0.247,65,284,89.2,17,2104,86.9,85.71,143,611,673,-1.2,5.65,117,154,116,151,297,322,292
1278,668676,"Plesac, Zach",1278,100,0.238,0.156,0.272,0.394,0.303,0.321,0.256,75,315,88.4,11.6,2033,87.8,87.59,152,651,627,-0.2,6.1,117,161,119,152,293,319,296
1268,657248,"Otto, Glenn",1268,100,0.235,0.206,0.241,0.441,0.352,0.366,0.257,64,272,89.4,12.7,2335,87.3,87.97,126,556,712,0.7,6.79,121,158,122,150,299,321,297
1262,656629,"Kopech, Michael",1262,100,0.182,0.105,0.218,0.287,0.256,0.276,0.199,52,286,89.6,18.1,2465,90.2,90.54,155,570,692,0.3,6.61,115,155,112,151,299,327,299
1262,621076,"Kaprielian, James",1262,100,0.243,0.206,0.261,0.449,0.338,0.366,0.283,72,296,89.3,16.8,2068,89.3,88.8,130,593,669,-0.5,6.07,121,159,119,152,295,320,297
1261,605488,"Springs, Jeffrey",1261,100,0.238,0.17,0.306,0.408,0.296,0.29,0.241,70,294,88.2,13.4,1986,86.8,86.87,167,609,652,0.1,6.45,110,160,114,152,302,325,298
1261,425844,"Greinke, Zack",1261,100,0.291,0.141,0.313,0.431,0.331,0.342,0.289,91,313,89.5,13.7,2244,84.3,83.94,99,583,678,-0.4,5.89,116,160,120,150,303,327,302
1257,448179,"Hill, Rich",1257,100,0.228,0.109,0.281,0.337,0.286,0.3,0.23,67,294,87,12.7,2397,79.9,79.32,128,573,684,-0.6,6.12,110,155,117,150,289,325,293
1251,458681,"Lynn, Lance",1251,100,0.22,0.141,0.261,0.361,0.265,0.28,0.239,69,313,88,13.8,2447,89.7,89.84,173,655,596,0.1,6.31,115,158,113,151,295,325,296
1246,675911,"Strider, Spencer",1246,100,0.157,0.059,0.257,0.216,0.207,0.214,0.156,40,255,86.4,11.3,2361,94.4,95.56,211,608,638,1.2,6.93,123,154,129,150,306,322,302
1232,608379,"Wacha, Michael",1232,100,0.238,0.165,0.277,0.403,0.298,0.322,0.256,72,303,88,12,1964,88.1,88.57,120,604,628,0.5,6.59,117,162,118,152,292,328,296
1231,669923,"Kirby, George",1231,100,0.287,0.105,0.365,0.392,0.312,0.28,0.24,85,296,89.1,11.1,2135,91.2,91.77,114,622,609,0.6,6.63,118,156,119,150,293,323,297
1216,548389,"Stripling, Ross",1216,100,0.209,0.119,0.252,0.328,0.245,0.28,0.24,65,311,88.7,12.1,2072,86.9,86.27,148,625,591,-0.6,5.93,116,169,121,152,295,321,300
1207,477132,"Kershaw, Clayton",1207,100,0.199,0.098,0.271,0.297,0.237,0.248,0.21,61,306,87.4,12.1,2476,86,86.11,178,604,603,0.1,6.34,114,157,117,147,299,313,292
1206,663460,"Bubic, Kris",1206,100,0.315,0.191,0.379,0.506,0.4,0.364,0.276,84,267,90.2,8.9,2121,86.5,86.93,126,540,666,0.4,6.57,115,157,118,149,302,324,300
1202,641712,"Hudson, Dakota",1202,100,0.269,0.091,0.306,0.36,0.326,0.35,0.28,74,275,88.3,7.1,2173,88.6,88.75,81,498,704,0.1,6.29,121,160,114,150,299,322,303
1179,605182,"Clevinger, Mike",1179,100,0.231,0.198,0.24,0.429,0.317,0.333,0.255,62,268,88.9,19.9,2284,88.5,89.1,125,558,621,0.6,6.8,121,167,118,153,296,318,301
1178,666120,"Anderson, Ian",1178,100,0.265,0.162,0.339,0.427,0.336,0.316,0.253,67,253,90.2,5.3,1800,89.7,90.72,167,545,633,1,6.94,119,153,125,147,306,327,302
1169,592789,"Syndergaard, Noah",1169,100,0.258,0.154,0.292,0.412,0.307,0.311,0.263,82,318,87.8,12.1,2020,88.8,89.37,123,579,590,0.6,6.67,120,154,116,154,295,323,293
1161,669373,"Skubal, Tarik",1161,100,0.234,0.101,0.307,0.335,0.271,0.275,0.236,65,278,88.5,11,2032,90,89.9,158,575,586,-0.1,6.21,113,157,115,149,302,328,293
1152,623167,"Flexen, Chris",1152,100,0.27,0.178,0.286,0.448,0.347,0.358,0.275,73,270,89.7,18.3,2136,87.5,86.91,109,534,618,-0.6,5.99,117,156,120,149,291,323,297
1150,592767,"Smyly, Drew",1150,100,0.257,0.222,0.284,0.479,0.338,0.332,0.257,67,261,86.7,17.2,2114,86.3,85.6,152,621,529,-0.7,5.81,113,155,118,152,301,322,292
1150,680694,"Bradish, Kyle",1150,100,0.259,0.11,0.321,0.369,0.314,0.306,0.241,68,263,90,9.3,2309,90.4,90.71,112,512,638,0.3,6.51,116,160,117,152,302,322,295
1145,543606,"Odorizzi, Jake",1145,100,0.22,0.154,0.25,0.375,0.291,0.3,0.235,57,259,88.3,17.6,2011,88.6,88.29,139,567,578,-0.3,6.13,122,158,126,149,299,323,298
1145,665152,"Kremer, Dean",1145,100,0.29,0.134,0.342,0.424,0.335,0.33,0.272,82,283,88.2,15.3,2245,88,87.82,127,566,579,-0.2,6.27,116,162,117,152,300,323,297
1138,621112,"Blackburn, Paul",1138,100,0.228,0.173,0.259,0.401,0.3,0.305,0.246,62,272,88.7,7.9,2214,87.1,87.14,117,501,637,0,6.27,120,158,121,149,296,319,297
1137,543243,"Gray, Sonny",1137,100,0.245,0.128,0.308,0.372,0.299,0.305,0.251,67,274,88.3,12,2613,86.9,87.07,107,478,659,0.2,6.47,118,162,119,152,294,328,290
1129,641745,"Keller, Brad",1129,100,0.246,0.164,0.269,0.409,0.314,0.306,0.244,69,281,89.5,6.7,2379,91.1,90.87,105,531,598,-0.2,5.94,116,160,117,150,300,324,304
1111,502042,"Archer, Chris",1111,100,0.212,0.167,0.24,0.379,0.299,0.341,0.265,51,240,88.8,11.7,2247,89.7,89.66,117,486,625,0,6.19,116,160,118,152,299,332,290
1109,669432,"Rogers, Trevor",1109,100,0.26,0.196,0.317,0.455,0.348,0.34,0.259,61,235,87,10.7,2078,89.7,90,131,527,582,0.3,6.67,108,156,120,152,302,317,291
1091,657006,"Steele, Justin",1091,100,0.234,0.096,0.309,0.331,0.3,0.287,0.215,56,239,86.4,4.7,2534,88.7,88.73,122,473,618,0,6.23,114,153,117,152,301,321,292
1075,543135,"Eovaldi, Nathan",1075,100,0.283,0.175,0.337,0.457,0.335,0.309,0.252,76,269,90.5,9.8,2038,89.3,89.82,137,548,527,0.5,6.65,118,160,119,153,295,329,296
1060,605507,"Thompson, Zach",1060,100,0.266,0.183,0.287,0.45,0.349,0.352,0.278,61,229,88.2,12.2,2354,87.1,87.04,105,475,585,-0.1,6.16,114,155,117,152,303,322,300
1052,622663,"Severino, Luis",1052,100,0.2,0.171,0.247,0.371,0.275,0.258,0.2,48,240,89.1,11.7,2232,91.9,91.45,142,506,546,-0.4,6.23,117,159,122,152,300,329,290
1052,669330,"Wells, Tyler",1052,100,0.221,0.17,0.238,0.391,0.287,0.279,0.216,56,253,87.3,20.5,2438,88.6,88.67,124,523,529,0.1,6.33,115,162,116,152,303,321,294
1048,666157,"Lodolo, Nick",1048,100,0.226,0.137,0.311,0.363,0.296,0.286,0.217,53,234,87.8,11.8,2410,89.7,89.74,139,476,572,0,6.44,116,153,119,147,294,317,283
1038,660761,"Suarez, José",1038,100,0.232,0.154,0.277,0.386,0.296,0.298,0.239,57,246,89.3,12.2,2172,86,85.66,112,521,517,-0.3,6.09,117,155,116,152,296,322,291
1032,666200,"Luzardo, Jesús",1032,100,0.194,0.141,0.264,0.335,0.271,0.296,0.225,44,227,90.7,14.5,2160,90.5,89.45,147,449,583,-1.1,5.75,109,155,120,151,298,314,289
1029,592716,"Sampson, Adrian",1029,100,0.242,0.143,0.264,0.385,0.298,0.344,0.284,59,244,88.7,16,2118,89.3,85.84,93,490,539,-3.5,6.38,116,154,117,160,300,322,295
1008,501985,"Minor, Mike",1008,100,0.284,0.225,0.305,0.509,0.377,0.338,0.258,63,222,88.6,16.5,2444,86.4,85.44,90,451,557,-1,5.55,116,153,119,148,295,319,286
1005,650644,"Civale, Aaron",1005,100,0.234,0.145,0.294,0.379,0.278,0.284,0.244,58,248,87.7,11.2,2600,85.2,83.87,117,472,533,-1.3,5.77,117,160,120,151,293,316,292
995,605288,"Houser, Adrian",995,100,0.256,0.114,0.308,0.37,0.308,0.319,0.264,56,219,87.6,6.7,2066,90.2,90.53,78,424,571,0.3,6.56,117,157,121,147,296,319,296
982,668933,"Ashcraft, Graham",982,100,0.272,0.078,0.313,0.349,0.307,0.319,0.279,63,232,86.5,1.6,2419,94.5,87.6,85,464,518,-6.9,5.57,121,155,119,149,290,319,291
966,663372,"Feltner, Ryan",966,100,0.258,0.169,0.309,0.427,0.324,0.321,0.242,58,225,90.6,13.5,2336,89.4,90.03,100,450,516,0.6,6.4,119,153,120,149,305,328,301
966,669169,"Heasley, Jonathan",966,100,0.255,0.216,0.266,0.472,0.353,0.357,0.277,59,231,90.7,14,2268,88.2,87.89,85,436,530,-0.3,6.22,116,162,119,152,299,325,304
960,547179,"Lorenzen, Michael",960,100,0.22,0.164,0.248,0.383,0.306,0.304,0.232,47,214,88.5,7.2,2339,89.4,88.56,114,448,512,-0.8,5.89,120,155,114,155,294,321,293
906,656849,"Peterson, David",906,100,0.251,0.118,0.331,0.369,0.314,0.316,0.253,49,195,90.1,7.3,2107,88.9,89.85,102,393,513,1,7.01,115,157,120,149,303,328,299
896,593958,"Rodriguez, Eduardo",896,100,0.231,0.17,0.26,0.401,0.303,0.301,0.232,49,212,86.2,11.6,2119,89.6,89.45,82,424,472,-0.1,6.16,112,158,117,148,303,329,291
892,502179,"Espino, Paolo",892,100,0.307,0.28,0.308,0.587,0.399,0.366,0.286,67,218,89.1,13.6,2477,81.8,81.84,76,387,505,0,6.46,120,159,127,147,302,320,300
876,642547,"Peralta, Freddy",876,100,0.161,0.081,0.22,0.242,0.217,0.219,0.161,30,186,87.1,17.5,2198,86.6,87.68,107,383,493,1.1,7.05,117,156,123,147,296,319,295
874,676879,"Ashby, Aaron",874,100,0.231,0.167,0.31,0.398,0.326,0.316,0.219,43,186,87.4,-2.4,2237,88.4,87.27,104,348,526,-1.1,5.56,114,154,118,148,296,319,296
861,666129,"Garrett, Braxton",861,100,0.233,0.149,0.279,0.381,0.3,0.32,0.257,47,202,88.4,8.7,2184,87,86.84,99,398,463,-0.2,6.37,111,156,117,151,298,315,287
857,669060,"Wilson, Bryse",857,100,0.299,0.204,0.331,0.502,0.371,0.353,0.287,63,211,90,10.7,1992,87.7,88.09,75,392,465,0.4,6.5,116,155,116,151,300,322,300
854,672710,"Contreras, Roansy",854,100,0.221,0.176,0.257,0.397,0.298,0.322,0.244,45,204,90.3,16.8,2443,88.9,89.12,97,396,458,0.2,6.39,114,155,117,152,302,323,298
845,596001,"Junis, Jakob",845,100,0.25,0.162,0.284,0.412,0.31,0.314,0.257,51,204,88.6,12.6,2191,86.3,85.63,79,374,471,-0.7,5.78,117,156,119,150,299,327,297
834,570632,"Ureña, José",834,100,0.301,0.148,0.34,0.449,0.361,0.336,0.268,59,196,87.5,8.5,2131,92.6,92.78,79,381,453,0.2,6.22,118,154,117,150,304,329,304
834,657093,"Watkins, Spenser",834,100,0.267,0.158,0.287,0.425,0.328,0.342,0.281,59,221,89,9.2,2381,86.4,85.52,85,389,445,-0.9,6.19,116,163,116,152,303,323,296
825,579328,"Kikuchi, Yusei",825,100,0.247,0.259,0.286,0.506,0.369,0.374,0.258,43,174,91.6,12.1,2171,91.2,91.99,107,391,434,0.8,6.86,112,158,121,150,306,322,294
822,596295,"Gomber, Austin",822,100,0.295,0.205,0.336,0.5,0.366,0.346,0.277,59,200,88.2,14.2,2165,85.3,85.91,75,388,434,0.6,6.51,114,155,121,147,306,332,298
821,543294,"Hendricks, Kyle",821,100,0.272,0.215,0.291,0.487,0.35,0.355,0.283,53,195,86.8,13.3,2109,82.9,81.98,74,355,466,-0.9,5.67,116,154,118,159,299,321,296
820,571800,"Hutchison, Drew",820,100,0.277,0.203,0.279,0.48,0.354,0.368,0.285,56,202,89.8,14.7,2341,89.7,89.16,64,383,437,-0.5,5.88,116,161,116,148,301,331,292
798,689225,"Brieske, Beau",798,100,0.228,0.196,0.229,0.423,0.312,0.363,0.276,43,189,89.4,16.2,2297,89.4,88.7,80,399,399,-0.7,5.83,118,161,121,150,302,330,295
783,622608,"Senzatela, Antonio",783,100,0.383,0.199,0.416,0.582,0.433,0.367,0.32,75,196,90.5,7.8,2135,90.4,90.23,58,362,421,-0.2,5.99,117,154,119,149,304,330,303
777,665795,"Cabrera, Edward",777,100,0.175,0.169,0.2,0.344,0.294,0.327,0.211,27,154,86.2,14.8,2134,91.1,91.3,101,328,449,0.2,6.42,115,159,119,153,296,317,291
769,641302,"Alexander, Tyler",769,100,0.251,0.194,0.264,0.445,0.328,0.368,0.275,48,191,89.3,16.8,2117,86.2,86.22,65,381,388,0,6.24,111,157,117,146,303,329,292
761,624522,"Thompson, Keegan",761,100,0.29,0.213,0.333,0.503,0.37,0.367,0.286,53,183,89.9,17.1,2424,90,84.93,80,346,415,-5.1,6.16,116,156,120,159,302,325,295
760,669952,"White, Mitch",760,100,0.26,0.145,0.311,0.405,0.323,0.321,0.265,45,173,88.9,13.1,2349,89.5,89.26,61,354,406,-0.2,6.25,117,162,120,151,297,317,296
757,608723,"Voth, Austin",757,100,0.274,0.12,0.344,0.394,0.321,0.315,0.254,48,175,88.7,17.1,2576,86.8,86.39,93,363,394,-0.4,6.18,116,162,119,152,302,324,296
754,663559,"Falter, Bailey",754,100,0.249,0.194,0.279,0.443,0.311,0.304,0.246,50,201,89,18.6,1947,87.2,89.07,90,378,376,1.9,7.46,114,154,118,148,302,325,287
744,434671,"Sánchez, Aníbal",744,100,0.242,0.209,0.248,0.451,0.345,0.351,0.263,37,153,88.8,17.5,1915,85.6,85.71,62,325,419,0.1,6.29,118,158,125,148,300,315,299
729,594798,"deGrom, Jacob",729,100,0.141,0.124,0.22,0.266,0.191,0.224,0.166,25,177,89.8,16.3,2491,95.2,95.94,176,389,340,0.7,6.64,119,160,118,153,297,329,301
718,571760,"Heaney, Andrew",718,100,0.219,0.219,0.294,0.437,0.325,0.293,0.202,33,151,89.3,13.4,2487,89.2,88.7,119,351,367,-0.5,6.1,115,157,118,147,298,314,290
668,621107,"Eflin, Zach",668,100,0.214,0.119,0.254,0.333,0.271,0.274,0.214,34,159,84.3,11.3,2102,88.5,89.05,76,311,357,0.6,6.68,118,153,133,137,293,327,295
667,656970,"Smeltzer, Devin",667,100,0.245,0.233,0.238,0.478,0.337,0.353,0.268,39,159,89.5,17.9,2166,84.2,83.48,59,307,360,-0.7,5.84,113,156,117,150,297,330,291
658,670124,"Oller, Adam",658,100,0.282,0.295,0.282,0.577,0.402,0.362,0.263,42,149,91.4,22.3,2061,89.1,89,61,304,354,-0.1,6.24,120,158,121,149,299,323,297
656,593334,"Germán, Domingo",656,100,0.223,0.187,0.246,0.41,0.303,0.284,0.222,37,166,90.2,18,2523,87,86.5,73,320,336,-0.5,6.04,117,158,121,152,290,328,291
650,669145,"Zimmermann, Bruce",650,100,0.345,0.298,0.37,0.643,0.432,0.388,0.312,59,171,89.9,11.2,2244,86.9,86.67,59,321,329,-0.2,6.11,112,158,116,151,308,322,293
649,669022,"Gore, MacKenzie",649,100,0.254,0.06,0.344,0.313,0.307,0.334,0.252,34,134,91.6,14.4,2199,90.6,91.48,74,298,351,0.9,6.89,117,162,121,150,296,315,293
643,670174,"Winckowski, Josh",643,100,0.303,0.171,0.333,0.474,0.359,0.338,0.277,46,152,88.9,3.2,2108,90.4,90.74,43,282,361,0.3,6.47,120,161,117,153,291,325,296
633,676710,"Crawford, Kutter",633,100,0.253,0.149,0.307,0.403,0.314,0.318,0.254,39,154,87.9,14.7,2342,88.9,88.57,67,294,339,-0.3,6.13,120,161,117,152,292,327,293
631,661309,"Martínez, Adrián",631,100,0.284,0.236,0.32,0.52,0.37,0.363,0.272,42,148,89.1,12.6,2146,88.5,88.23,77,302,329,-0.3,6.19,120,158,117,152,298,322,299
589,621111,"Buehler, Walker",589,100,0.25,0.146,0.296,0.396,0.314,0.334,0.262,36,144,88.7,5.3,2325,89.8,90.11,60,273,316,0.3,6.46,118,160,123,152,296,316,296
587,666159,"Manning, Matt",587,100,0.237,0.151,0.257,0.388,0.305,0.324,0.262,33,139,88.5,13.2,2040,89.2,90.05,54,271,316,0.8,6.83,118,167,117,150,298,331,296
576,572971,"Keuchel, Dallas",576,100,0.319,0.196,0.364,0.514,0.378,0.338,0.288,44,138,89.5,5.6,1922,84,83.46,58,258,318,-0.5,5.96,116,154,118,149,295,321,297
572,672851,"Adon, Joan",572,100,0.28,0.136,0.318,0.417,0.352,0.379,0.292,37,132,88.1,2.8,2176,91.3,90.72,37,242,330,-0.6,6.29,120,158,125,144,300,321,297
549,693821,"Elder, Bryce",549,100,0.192,0.112,0.244,0.304,0.258,0.29,0.215,24,125,88.8,7.5,2138,87.8,87.02,63,244,305,-0.8,5.79,121,154,130,147,308,326,301
549,656657,"Logue, Zach",549,100,0.263,0.203,0.299,0.466,0.346,0.339,0.249,31,118,89.7,21.3,2108,86.2,85.07,52,254,295,-1.1,5.61,115,155,121,151,298,319,291
546,621368,"Hearn, Taylor",546,100,0.306,0.198,0.363,0.504,0.392,0.386,0.297,37,121,90.9,14.2,2172,90.2,89.85,46,242,304,-0.3,6.29,119,156,120,150,300,326,294
546,680739,"Winder, Josh",546,100,0.244,0.187,0.295,0.431,0.318,0.344,0.27,30,123,89.6,15.2,2011,89.1,88.12,48,253,293,-1,5.65,118,160,120,152,298,327,293
530,641927,"Ober, Bailey",530,100,0.191,0.092,0.24,0.282,0.232,0.335,0.262,25,131,89.2,19.3,2173,86.9,87.9,72,262,268,1,6.96,118,163,120,152,297,328,296
527,669920,"Alexander, Jason",527,100,0.314,0.256,0.333,0.57,0.409,0.373,0.29,38,121,87.5,4.9,2143,87.6,87.41,34,207,320,-0.2,6.19,118,154,119,147,296,317,297
514,674072,"Henry, Tommy",514,100,0.207,0.234,0.203,0.441,0.331,0.336,0.232,23,111,88.4,14.4,2158,88.4,88.79,63,248,266,0.4,6.52,114,155,124,149,301,321,296
513,669467,"Pallante, Andre",513,100,0.238,0.071,0.298,0.31,0.265,0.288,0.252,30,126,88.6,-2.4,2333,90.3,89.67,46,235,278,-0.6,6.59,120,156,116,151,304,324,304
509,622694,"Hernandez, Elieser",509,100,0.302,0.362,0.289,0.664,0.431,0.377,0.266,35,116,89,22.5,2058,86.3,86.18,53,257,252,-0.1,6.58,115,162,124,153,298,316,294
503,571927,"Matz, Steven",503,100,0.232,0.143,0.293,0.375,0.29,0.282,0.239,26,112,88.5,10,2299,88.2,87.05,65,240,263,-1.2,6.32,115,158,116,148,296,319,296
496,656412,"Faedo, Alex",496,100,0.283,0.195,0.321,0.478,0.366,0.356,0.267,32,113,90.9,19.7,2230,89.3,88.56,60,232,264,-0.7,5.88,118,161,115,153,302,329,297
481,676664,"Sears, JP",481,100,0.297,0.153,0.326,0.449,0.35,0.366,0.301,35,118,92.8,17.2,2184,88.1,88.09,44,225,256,0,6.4,116,155,119,151,302,322,292
481,663455,"Pilkington, Konnor",481,100,0.224,0.065,0.284,0.29,0.285,0.332,0.252,24,107,89.7,14.9,2123,88.1,88.34,71,223,258,0.2,6.38,113,155,115,150,298,317,290
477,501381,"Pineda, Michael",477,100,0.3,0.285,0.286,0.585,0.385,0.366,0.299,39,130,91.6,15.7,1886,87.1,86.85,42,237,240,-0.2,6.18,119,162,113,151,299,329,294
470,607259,"Martinez, Nick",470,100,0.315,0.222,0.35,0.537,0.398,0.371,0.293,34,108,88.8,9.5,2244,87.5,86.73,48,220,250,-0.8,5.91,121,168,123,151,297,323,302
463,656353,"Davidson, Tucker",463,100,0.243,0.117,0.274,0.359,0.335,0.328,0.245,25,103,88.9,10.9,2149,88.4,88.2,44,193,270,-0.2,6.18,115,154,115,152,297,322,292
