pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1005,657140,"Wright, Kyle",1005,100,0.241,0.082,0.298,0.323,0.28,0.295,0.241,62,257,88.5,3.5,2395,89.9,90.18,135,497,508,0.3,6.52,100,150,113,149,304,325,302
1000,608344,"Irvin, Cole",1000,100,0.267,0.167,0.296,0.434,0.314,0.315,0.252,69,258,89.5,14.4,1917,86.6,86.74,112,535,465,0.1,6.41,98,147,115,147,303,322,293
1000,680686,"Gray, Josiah",1000,100,0.235,0.253,0.25,0.488,0.347,0.326,0.227,51,217,87.1,19.4,2213,88.7,86.99,134,463,536,-1.7,5.57,101,150,119,144,298,317,294
994,502171,"Cobb, Alex",994,100,0.283,0.109,0.349,0.393,0.317,0.274,0.233,70,247,87.7,2.2,1951,91.1,90.42,115,469,525,-0.7,5.86,99,148,113,144,298,323,295
992,660271,"Ohtani, Shohei",992,100,0.196,0.103,0.264,0.299,0.25,0.25,0.196,44,224,87.2,17,2268,90.1,90.84,162,504,488,0.7,6.81,102,151,114,148,295,322,293
989,622491,"Castillo, Luis",989,100,0.248,0.144,0.323,0.392,0.307,0.291,0.229,55,222,87.3,8,2226,92.9,91.8,142,523,466,-1.1,5.67,103,147,117,144,293,321,292
983,668678,"Gallen, Zac",983,100,0.197,0.142,0.242,0.339,0.269,0.284,0.215,43,218,85.6,11.2,2298,89.5,89.83,117,479,504,0.3,6.58,99,148,119,146,298,321,296
968,621076,"Kaprielian, James",968,100,0.232,0.133,0.268,0.365,0.3,0.284,0.212,49,211,86,15.9,2060,89.1,88.47,96,473,495,-0.6,6.02,101,147,114,148,294,319,295
967,656756,"Montgomery, Jordan",967,100,0.252,0.191,0.296,0.443,0.323,0.308,0.252,62,246,87.8,6.5,2122,87.4,87.86,122,508,459,0.5,6.63,100,148,118,146,297,322,289
963,593423,"Montas, Frankie",963,100,0.247,0.157,0.287,0.404,0.312,0.319,0.241,55,223,86.4,10.8,2054,90.7,90.18,137,498,465,-0.5,5.93,102,147,112,146,293,319,292
961,657248,"Otto, Glenn",961,100,0.236,0.12,0.274,0.356,0.291,0.314,0.235,55,233,87.2,12.7,2328,87,87.64,107,451,510,0.6,6.78,102,148,114,146,296,319,294
954,605483,"Snell, Blake",954,100,0.221,0.061,0.345,0.282,0.275,0.29,0.215,40,181,88.9,16,2398,92.1,92.79,163,470,484,0.7,6.75,99,152,117,147,296,320,299
941,657006,"Steele, Justin",941,100,0.256,0.093,0.327,0.349,0.292,0.303,0.26,55,215,87.4,10,2529,88.4,88.52,109,488,453,0.1,6.29,98,148,114,146,299,317,289
938,471911,"Carrasco, Carlos",938,100,0.262,0.139,0.317,0.402,0.31,0.289,0.239,64,244,86.1,7.3,2043,88.8,88.91,143,505,433,0.1,6.3,103,151,114,146,299,330,301
936,446372,"Kluber, Corey",936,100,0.315,0.165,0.343,0.48,0.354,0.319,0.268,78,248,85.1,18.8,2339,85.1,85.19,109,504,432,0.1,6.34,99,149,110,146,300,324,295
936,592836,"Walker, Taijuan",936,100,0.254,0.116,0.29,0.371,0.301,0.319,0.26,59,232,88.2,10.4,1934,89.4,88.91,103,473,463,-0.5,6,101,151,116,146,299,327,299
936,669456,"Bieber, Shane",936,100,0.247,0.145,0.311,0.392,0.296,0.28,0.237,63,255,87.4,8.9,2350,86.6,87.26,163,484,452,0.7,6.63,99,148,115,147,295,316,293
925,677651,"Garcia, Luis",925,100,0.192,0.17,0.199,0.362,0.257,0.265,0.206,43,224,86.3,16.3,2376,86.8,86.33,141,475,450,-0.5,6.1,102,151,113,147,293,323,291
918,622072,"Wood, Alex",918,100,0.285,0.16,0.322,0.445,0.342,0.333,0.259,57,200,88,9.2,1960,87.9,87.73,127,465,453,-0.2,6.21,99,148,113,144,300,322,290
915,657746,"Ryan, Joe",915,100,0.207,0.216,0.21,0.423,0.301,0.294,0.221,46,222,87.4,25.7,2167,87.4,87.36,103,485,430,0,6.29,100,152,114,148,298,330,292
902,640455,"Manaea, Sean",902,100,0.32,0.237,0.373,0.557,0.395,0.334,0.262,70,219,90.5,14.3,1833,88.2,89.51,130,480,422,1.3,7.21,99,151,116,146,299,319,297
901,628711,"Urías, Julio",901,100,0.171,0.105,0.201,0.276,0.212,0.218,0.18,39,228,85.2,16.6,2551,87.9,87.17,106,502,399,-0.7,5.75,96,150,116,145,300,315,288
897,672282,"Detmers, Reid",897,100,0.233,0.119,0.295,0.352,0.279,0.293,0.237,45,193,88.7,15.6,2109,86.4,85.31,124,443,454,-1.1,5.7,100,149,113,146,296,323,291
895,542881,"Anderson, Tyler",895,100,0.195,0.113,0.217,0.307,0.241,0.247,0.204,45,231,83,13.6,2145,85,84.93,112,487,408,-0.1,6.16,97,150,116,145,301,315,289
885,434378,"Verlander, Justin",885,100,0.198,0.112,0.26,0.31,0.246,0.266,0.207,39,197,86.4,17.9,2485,89.4,88.8,127,468,417,-0.6,6.09,100,146,112,146,292,322,291
883,605540,"Woodruff, Brandon",883,100,0.235,0.102,0.323,0.337,0.283,0.29,0.224,46,196,86.4,18.6,2288,91.9,92.19,140,448,435,0.3,6.63,101,146,116,144,294,317,297
881,554430,"Wheeler, Zack",881,100,0.215,0.079,0.301,0.294,0.25,0.259,0.218,46,214,85,13.7,2400,92.3,93.82,123,462,419,1.5,7.21,97,146,115,142,295,325,290
874,605200,"Davies, Zach",874,100,0.244,0.15,0.259,0.394,0.301,0.326,0.255,47,193,87.3,13.9,1945,85.8,85.29,82,396,477,-0.5,6.07,97,147,118,145,301,321,297
869,668676,"Plesac, Zach",869,100,0.296,0.184,0.315,0.481,0.359,0.4,0.314,61,206,90.1,14.3,2025,87.4,86.9,92,455,414,-0.5,6.12,98,151,117,146,293,319,295
861,669923,"Kirby, George",861,100,0.233,0.163,0.282,0.395,0.289,0.289,0.222,50,215,88.3,10.7,2113,90.4,90.96,119,479,382,0.6,6.63,99,147,115,144,291,321,298
854,663474,"McKenzie, Triston",854,100,0.242,0.175,0.281,0.417,0.29,0.296,0.244,54,223,87.8,18.3,2254,88.1,88.9,127,481,373,0.8,6.69,96,149,117,146,295,317,293
851,456501,"Cueto, Johnny",851,100,0.239,0.176,0.246,0.414,0.306,0.321,0.267,53,222,85.5,13.4,1997,88.1,87.27,70,446,405,-0.8,5.69,99,148,109,146,294,323,295
845,573186,"Stroman, Marcus",845,100,0.24,0.161,0.281,0.401,0.287,0.297,0.253,52,217,88.3,12.9,2343,89.1,88.55,109,421,424,-0.6,5.8,97,149,114,150,296,318,293
843,680694,"Bradish, Kyle",843,100,0.274,0.215,0.303,0.489,0.361,0.354,0.27,51,186,89,7.2,2297,90.6,91.01,102,393,450,0.4,6.55,97,149,114,146,302,322,295
836,668881,"Greene, Hunter",836,100,0.23,0.201,0.308,0.431,0.325,0.3,0.207,40,174,90.3,25.1,2358,93.8,93.91,137,420,416,0.1,6.39,103,148,118,145,293,320,293
835,605164,"Bundy, Dylan",835,100,0.3,0.205,0.325,0.505,0.353,0.317,0.26,63,210,89.3,23.6,2157,83.5,82.8,99,441,394,-0.7,5.83,99,152,115,147,299,327,293
831,656876,"Rasmussen, Drew",831,100,0.23,0.077,0.284,0.306,0.277,0.302,0.242,42,183,87.3,9.2,2511,90.8,90.94,121,429,401,0.1,6.51,99,149,111,146,301,325,298
831,669432,"Rogers, Trevor",831,100,0.293,0.191,0.345,0.484,0.361,0.337,0.267,55,188,89.1,13.6,2005,89.2,89.37,113,423,408,0.2,6.77,98,147,116,146,300,315,290
829,669169,"Heasley, Jonathan",829,100,0.283,0.202,0.288,0.486,0.358,0.35,0.256,49,173,89.4,15.5,2274,87.9,86.83,75,391,438,-1.1,6.24,98,151,113,146,299,323,301
829,592789,"Syndergaard, Noah",829,100,0.266,0.136,0.294,0.402,0.319,0.348,0.268,53,199,84.7,11.5,2009,88.8,89.4,76,415,409,0.6,6.69,102,147,112,147,294,323,293
827,663903,"Singer, Brady",827,100,0.263,0.137,0.297,0.4,0.316,0.311,0.251,54,205,85.4,7.6,2312,89.9,90.6,82,392,435,0.7,6.65,98,151,112,146,297,326,302
827,666120,"Anderson, Ian",827,100,0.262,0.12,0.283,0.383,0.328,0.333,0.256,48,183,87.7,12,1765,89.9,90.16,100,395,432,0.3,6.85,101,149,114,148,305,326,302
819,605288,"Houser, Adrian",819,100,0.264,0.149,0.271,0.414,0.331,0.369,0.285,46,174,88.7,13.2,2065,90.7,91.13,57,362,457,0.4,6.6,101,146,116,143,295,318,296
808,641745,"Keller, Brad",808,100,0.301,0.143,0.325,0.444,0.353,0.349,0.283,59,196,88.7,7.4,2343,91,90.88,81,403,405,-0.1,6.01,100,149,112,144,299,323,301
806,623167,"Flexen, Chris",806,100,0.241,0.153,0.272,0.394,0.298,0.312,0.244,49,203,87.6,17.4,2104,86.6,86.03,90,414,392,-0.6,5.97,100,148,117,143,288,322,295
794,663556,"McClanahan, Shane",794,100,0.23,0.127,0.296,0.358,0.273,0.28,0.231,47,204,86.5,9.7,2230,89.9,90.58,132,404,390,0.7,6.81,94,147,112,144,303,326,295
774,668933,"Ashcraft, Graham",774,100,0.293,0.178,0.316,0.471,0.35,0.301,0.243,56,191,87.1,6.7,2437,93.6,87.63,76,403,371,-6,5.64,102,147,115,144,290,320,288
772,592351,"Gray, Jon",772,100,0.238,0.2,0.261,0.438,0.312,0.305,0.239,44,185,86.8,13.7,2165,90.5,90.72,103,390,382,0.2,6.51,102,148,115,146,296,319,293
771,458681,"Lynn, Lance",771,100,0.298,0.196,0.36,0.494,0.371,0.323,0.25,50,168,88.2,15.1,2465,91.3,91.5,129,403,368,0.2,6.36,101,147,111,146,293,325,294
759,641816,"Mahle, Tyler",759,100,0.261,0.194,0.301,0.455,0.337,0.32,0.223,43,165,88.9,18.2,2253,89.5,90.03,90,335,424,0.5,6.6,103,149,118,144,291,320,291
753,669373,"Skubal, Tarik",753,100,0.244,0.194,0.291,0.438,0.319,0.3,0.223,39,160,89.5,10.3,2065,90.2,90.12,98,395,358,-0.1,6.23,99,149,113,144,302,328,294
752,656849,"Peterson, David",752,100,0.216,0.155,0.303,0.372,0.308,0.296,0.205,32,148,88.9,6.5,2058,88.8,89.76,120,351,401,1,7.05,99,149,116,144,298,326,296
744,656629,"Kopech, Michael",744,100,0.231,0.238,0.231,0.469,0.343,0.367,0.25,33,143,89.9,18,2471,90.3,90.3,63,331,412,0,6.62,101,148,110,145,298,327,298
743,605488,"Springs, Jeffrey",743,100,0.215,0.091,0.261,0.306,0.255,0.282,0.227,40,186,85.9,17.3,1902,85.7,85.88,122,397,346,0.2,6.45,96,148,111,146,300,326,295
742,501985,"Minor, Mike",742,100,0.311,0.257,0.319,0.568,0.396,0.319,0.254,57,183,86.9,21.5,2473,86.7,85.65,72,355,387,-1.1,5.54,101,146,115,144,294,321,286
738,622608,"Senzatela, Antonio",738,100,0.314,0.108,0.355,0.422,0.336,0.333,0.3,58,185,87.5,4,2110,90.4,90.36,59,361,377,0,6.04,102,149,115,148,301,327,303
733,448179,"Hill, Rich",733,100,0.305,0.274,0.343,0.579,0.389,0.335,0.256,58,190,88.2,16.7,2423,78.9,78.34,79,370,363,-0.6,6.12,96,149,115,147,288,326,292
731,666157,"Lodolo, Nick",731,100,0.248,0.188,0.341,0.436,0.366,0.343,0.21,37,149,90.3,12,2418,89.8,89.82,104,328,403,0,6.46,103,146,118,144,292,316,285
731,543243,"Gray, Sonny",731,100,0.192,0.12,0.23,0.311,0.259,0.287,0.221,32,167,87.1,11.7,2615,86.7,86.78,71,335,396,0.1,6.44,99,149,115,147,295,328,289
730,664299,"Javier, Cristian",730,100,0.199,0.141,0.257,0.34,0.269,0.22,0.165,31,156,86.3,27.5,2477,88.5,87.77,103,377,353,-0.7,5.99,101,151,116,148,294,323,293
727,641482,"Cortes, Nestor",727,100,0.218,0.109,0.273,0.327,0.264,0.25,0.195,36,165,86.5,21.5,2305,87.3,86.66,91,376,351,-0.6,5.81,99,161,120,149,301,327,288
717,608379,"Wacha, Michael",717,100,0.225,0.197,0.231,0.422,0.305,0.342,0.249,39,173,88.5,14,1910,88.6,89.04,84,380,337,0.4,6.61,99,152,114,147,292,329,296
713,605182,"Clevinger, Mike",713,100,0.22,0.151,0.241,0.371,0.3,0.327,0.227,35,159,86.1,16.8,2252,88.3,89.1,97,355,357,0.8,6.83,103,157,115,150,294,318,299
710,665152,"Kremer, Dean",710,100,0.213,0.134,0.227,0.348,0.278,0.31,0.239,35,164,87.4,12.5,2290,88.2,88.1,85,366,344,-0.1,6.28,97,149,113,146,301,321,295
696,664062,"Gonsolin, Tony",696,100,0.148,0.11,0.186,0.258,0.214,0.256,0.2,23,155,88.1,12,2099,87.5,87.19,101,359,337,-0.3,6,100,153,117,148,297,316,295
696,605507,"Thompson, Zach",696,100,0.29,0.191,0.313,0.481,0.356,0.335,0.27,53,183,87.5,10.4,2336,86.7,86.77,79,346,349,0.1,6.2,98,145,111,144,301,320,300
694,547179,"Lorenzen, Michael",694,100,0.23,0.108,0.282,0.338,0.299,0.312,0.236,34,148,87.1,13.7,2323,89.5,88.61,84,339,353,-0.9,5.85,100,149,113,147,295,321,292
691,579328,"Kikuchi, Yusei",691,100,0.241,0.234,0.272,0.474,0.364,0.368,0.249,33,137,91.3,7.4,2166,91.3,92.1,98,326,365,0.8,6.86,99,148,119,144,301,319,294
676,502042,"Archer, Chris",676,100,0.255,0.156,0.289,0.411,0.334,0.33,0.253,36,141,90.2,9.2,2251,89.6,89.52,76,311,365,-0.1,6.15,101,153,116,147,298,332,289
667,676879,"Ashby, Aaron",667,100,0.278,0.215,0.319,0.494,0.357,0.296,0.219,44,158,85.6,8.1,2216,88.8,87.5,91,321,346,-1.3,5.49,100,146,116,142,295,318,297
667,570632,"Ureña, José",667,100,0.274,0.121,0.299,0.395,0.32,0.342,0.28,43,157,89,6.2,2156,92.7,93.01,57,326,341,0.3,6.3,101,149,118,147,305,330,301
664,592767,"Smyly, Drew",664,100,0.221,0.104,0.261,0.325,0.269,0.288,0.234,34,154,86.4,14.8,2151,85,84.13,93,323,341,-0.9,5.72,98,150,113,146,301,320,292
664,543135,"Eovaldi, Nathan",664,100,0.235,0.223,0.242,0.458,0.31,0.339,0.268,39,166,87.5,11.3,2011,88.8,89.36,93,364,300,0.6,6.64,99,151,114,148,292,327,294
663,571800,"Hutchison, Drew",663,100,0.293,0.108,0.328,0.401,0.331,0.339,0.283,46,157,89.7,11.8,2310,89.1,88.9,76,326,337,-0.2,6.09,100,149,111,142,299,330,292
